ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000165322	ARHGAP12	10	32094365	32217742	-1	protein_coding	94134	ARHGAP12	0.00231777174845934	0.467027301	83	17.65	0.005643	rs1251386	754
ENSG00000170759	KIF5B	10	32297938	32345359	-1	protein_coding	3799	KIF5B	0.761006987755031	-1.361867649	12	5.516	4.085e-05	rs1251386	754
ENSG00000099250	NRP1	10	33466420	33625190	-1	protein_coding	8829	NRP1	0.996035953147062	2.184308608	19	13.58	9.425e-06	rs1360457	755
ENSG00000185532	PRKG1	10	52750945	54058110	1	protein_coding	5592	PRKG1	0.999743687068331	-1.815525296	91	22.4	2.805e-08	rs75062856;rs61847307;rs7916242;rs12771371;rs7916906	757
ENSG00000107984	DKK1	10	54074056	54077802	1	protein_coding	22943	DKK1	0.075574375488613	-0.753771703	3	1.575	5.259e-08	rs12771371;rs7916906	757
ENSG00000150275	PCDH15	10	55562531	57387702	-1	protein_coding	65217	PCDH15	7.23123612897865e-11	-0.438627373	107	12	5.082e-06	rs10763057	758
ENSG00000151150	ANK3	10	61786056	62493248	-1	protein_coding	288	ANK3	0.999999999999921	0.303347516	100	21.5	5.23e-07	rs10994360;rs4582919;rs2154393;rs61853472	759
ENSG00000138311	ZNF365	10	64133951	64431771	1	protein_coding	22891	ZNF365	3.62115394483978e-05	-0.151965448	42	18.44	3.815e-08	rs11596514;rs10995238;rs7915131	760
ENSG00000148572	NRBF2	10	64893050	64914783	1	protein_coding	29982	NRBF2	0.0821062414135336	-0.409712515	20	10.82	3.689e-07	rs113899647;rs4281381;rs10509187	761
ENSG00000171988	JMJD1C	10	64926981	65225722	-1	protein_coding	221037	JMJD1C	0.999999999962643	-0.552974329	95	19.05	1.058e-07	rs10509187;rs113899647;rs4281381;rs61526386	761
ENSG00000165476	REEP3	10	65281123	65384883	1	protein_coding	221035	REEP3	0.0129812993547476	1.398422055	33	6.321	1.17e-07	rs113899647;rs4281381;rs10509187;rs16918645	761
ENSG00000060339	CCAR1	10	70480769	70552134	1	protein_coding	55749	CCAR1	0.998746219854088	0.613654912	5	9.385	0.0005274	rs10998457	763
ENSG00000165730	STOX1	10	70587298	70655188	1	protein_coding	219736	STOX1	2.34464637366538e-07	NA	3	3.534	3.105e-06	rs10998457	763
ENSG00000107736	CDH23	10	73156691	73575702	1	protein_coding	100653137	CDH23	0.0506929591139338	-0.268779489	6	5.773	1.114e-06	rs10999895	765
ENSG00000148655	C10orf11	10	77360998	78319925	1	protein_coding	83938	C10orf11	0.0410566177922973	0.029816406	2	4.344	3.431e-06	rs1909677	766
ENSG00000156113	KCNMA1	10	78629359	79398353	-1	protein_coding	3778	KCNMA1	0.999216602851545	NA	14	11.25	8.046e-07	rs12218921	767
ENSG00000108175	ZMIZ1	10	80828792	81076276	1	protein_coding	57178	ZMIZ1	0.999743700872505	-0.003623491	7	14.1	0.0002518	rs2025629	769
ENSG00000188373	C10orf99	10	85933494	85945050	1	protein_coding	387695	C10orf99	0.0824467096075278	0.312984563	1	11.39	0.0001225	rs7916271	770
ENSG00000148600	CDHR1	10	85954410	85979377	1	protein_coding	92211	CDHR1	5.14858122982389e-10	0.719604365	1	11.39	0.0001225	rs7916271	770
ENSG00000182771	GRID1	10	87359312	88126250	-1	protein_coding	2894	GRID1	0.950796125986905	2.85081144	53	18.84	4.43e-06	rs118003643	771
ENSG00000152782	PANK1	10	91342745	91405215	-1	protein_coding	53354	PANK1	0.00212214971137582	-1.052874146	28	17.89	8.556e-07	rs11185825;rs1536315;rs76852571	772
ENSG00000138182	KIF20B	10	91461367	91534700	1	protein_coding	9585	KIF20B	6.54546380494303e-10	0.112986448	187	13.57	1.851e-06	rs11185825;rs76852571;rs1536315	772
ENSG00000148677	ANKRD1	10	92671853	92681033	-1	protein_coding	27063	ANKRD1	0.000250275507071081	0.724935596	3	6.298	0.001049	rs61857869	773
ENSG00000138180	CEP55	10	95256389	95288849	1	protein_coding	55165	CEP55	1.30065957563854e-07	0.140097025	35	10.62	0.0003854	rs11813225	774
ENSG00000119906	FAM178A	10	102672326	102724893	1	protein_coding	55719	FAM178A	0.016447397085142	-0.301223499	24	14.47	7.536e-06	rs2273654	776
ENSG00000055950	MRPL43	10	102729215	102747272	-1	protein_coding	84545	MRPL43	0.000110895960635175	-0.255353996	7	18.2	3.48e-05	rs2273654	776
ENSG00000095539	SEMA4G	10	102729275	102745628	1	protein_coding	57715	SEMA4G	0.000802235120632221	-0.257940695	6	18.2	3.48e-05	rs2273654	776
ENSG00000107815	C10orf2	10	102747124	102754158	1	protein_coding	56652	C10orf2	0.990313030047165	-0.323103819	6	19.24	3.48e-05	rs2273654	776
ENSG00000107816	LZTS2	10	102756375	102767593	1	protein_coding	84445	LZTS2	0.875482095891018	-0.448968751	4	19.24	0.0001579	rs2273654	776
ENSG00000186862	PDZD7	10	102767440	102790890	-1	protein_coding	79955	PDZD7	0.722769807735439	-0.505794065	2	19.24	0.00027	rs2273654	776
ENSG00000107829	FBXW4	10	103370423	103455052	-1	protein_coding	6468	FBXW4	0.000691009777576757	NA	1	1.584	7.964e-06	rs11591384	777
ENSG00000107862	GBF1	10	104005289	104142656	1	protein_coding	8729	GBF1	4.12350724274109e-07	-0.078015129	4	1.382	0.000177	rs11191286	778
ENSG00000077150	NFKB2	10	104153867	104162281	1	protein_coding	4791	NFKB2	0.999696457724303	-0.681516998	4	10.67	0.0002155	rs11191286	778
ENSG00000059915	PSD	10	104162376	104181296	-1	protein_coding	5662	PSD	0.987334022305881	NA	3	10.67	0.0002155	rs11191286	778
ENSG00000107872	FBXL15	10	104178946	104182893	1	protein_coding	79176	FBXL15	0.00210111721413477	-1.739745767	2	10.67	1.876e-05	rs11191286	778
ENSG00000107874	CUEDC2	10	104183002	104192418	-1	protein_coding	79004	CUEDC2	0.0719074383771385	-0.180115673	3	9.465	9.526e-06	rs11191286	778
ENSG00000120055	C10orf95	10	104209594	104211300	-1	protein_coding	79946	C10orf95	0.0113912343253953	-0.659447928	6	14.15	4.054e-13	rs11191286;rs4919643	778
ENSG00000138111	TMEM180	10	104221149	104236802	1	protein_coding	79847	TMEM180	0.000178664408567319	2.882749821	13	11.39	6.257e-15	rs4919643;rs4919669;rs151309499	778
ENSG00000138107	ACTR1A	10	104238986	104262482	-1	protein_coding	10121	ACTR1A	0.941234073723515	-0.272535339	13	9.643	6.257e-15	rs4919669;rs4919643;rs151309499	778
ENSG00000107882	SUFU	10	104263744	104393292	1	protein_coding	51684	SUFU	0.99916148458521	0.124860143	57	18.75	4.415e-20	rs4919669;rs7893954;rs151309499;rs11191355	778
ENSG00000171206	TRIM8	10	104404253	104418164	1	protein_coding	81603	TRIM8	0.992012340638519	-0.521290389	19	10.09	5.193e-21	rs4919669	778
ENSG00000138175	ARL3	10	104433488	104474164	-1	protein_coding	403	ARL3	0.716101006738786	-0.600025748	28	15.31	5.756e-22	rs4919669;rs7917772;rs151309499;rs10883782	778
ENSG00000156398	SFXN2	10	104474295	104503249	1	protein_coding	118980	SFXN2	0.00108457408549622	-0.837011237	38	15.31	5.713e-22	rs4919669;rs7917772;rs10883782;rs2902548;rs284857;rs486955;rs79668541;rs4147157	778
ENSG00000166272	WBP1L	10	104503727	104576021	1	protein_coding	54838	WBP1L	0.909387313715096	0.614640467	120	19.26	2.81e-22	rs10883782;rs284857;rs486955;rs2902548;rs79668541;rs4147157;rs9663711;rs151309499;rs12244388	778
ENSG00000148795	CYP17A1	10	104590288	104597290	-1	protein_coding	1586	CYP17A1	0.0350306078051602	0.086681977	29	9.785	1.375e-22	rs12244388;rs284857;rs79668541;rs486955;rs10883782;rs55833108	778
ENSG00000166275	C10orf32	10	104613980	104624718	1	protein_coding	119032	C10orf32	0.0316378611332373	0.490358211	50	11.72	1.321e-22	rs79668541;rs55833108;rs12244388;rs284857;rs143928707;rs12764899	778
ENSG00000270316	C10orf32-ASMT	10	104614029	104661656	1	protein_coding	119032	C10orf32-ASMT	NA	NA	130	15.93	1.321e-22	rs79668541;rs55833108;rs12244388;rs284857;rs143928707;rs12764899;rs3740393;rs10883782	778
ENSG00000214435	AS3MT	10	104629273	104661656	1	protein_coding	57412	AS3MT	5.09137965873753e-07	0.726881178	109	15.93	1.597e-22	rs79668541;rs12244388;rs284857;rs55833108;rs143928707;rs12764899;rs3740393;rs10883782	778
ENSG00000148842	CNNM2	10	104678050	104849978	1	protein_coding	54805	CNNM2	0.994106430518482	-0.511524122	171	18.07	3.419e-23	rs12244388;rs79668541;rs55833108;rs12414777;rs1163238;rs10883782;rs78392571;rs143928707;rs151309499	778
ENSG00000076685	NT5C2	10	104845940	104953056	-1	protein_coding	22978	NT5C2	0.0521978626707803	0.04832858	122	13.65	3.429e-23	rs12244388;rs55833108;rs151309499;rs79668541;rs10883782;rs12764899;rs1163238;rs79780963	778
ENSG00000235376	RPEL1	10	105005644	105007773	1	protein_coding	729020	RPEL1	0.00239907188012324	NA	25	14.19	6.423e-08	rs7082288;rs10883848;rs4917386;rs55833108	778
ENSG00000148798	INA	10	105036920	105050108	1	protein_coding	9118	INA	0.29291701476286	-0.860661456	39	12.17	5.348e-08	rs7082288;rs4917386;rs10883848;rs143928707;rs79668541	778
ENSG00000156374	PCGF6	10	105062553	105110891	-1	protein_coding	84108	PCGF6	0.000251716409020373	-0.491784974	64	14.1	6.794e-06	rs7082288;rs10883848;rs79668541;rs4917386;rs55833108	778
ENSG00000148835	TAF5	10	105127724	105148822	1	protein_coding	6877	TAF5	0.999555180536955	-0.333196464	29	22.5	1.794e-05	rs7082288;rs10883848;rs4917386;rs151309499	778
ENSG00000173915	USMG5	10	105148798	105156223	-1	protein_coding	84833	USMG5	0.243352200194902	-0.219458172	16	16.95	1.954e-05	rs7082288;rs4917386;rs10883848;rs55833108	778
ENSG00000148843	PDCD11	10	105156405	105206049	1	protein_coding	22984	PDCD11	0.468448697895289	-0.805378431	17	16.95	1.954e-05	rs7082288;rs10883848;rs55833108;rs4917386	778
ENSG00000148834	GSTO1	10	105995114	106027217	1	protein_coding	9446	GSTO1	0.0150378430797143	0.556924426	26	17.82	5.808e-06	rs10883990	779
ENSG00000065621	GSTO2	10	106028631	106064703	1	protein_coding	119391	GSTO2	1.66971146764309e-07	0.029891167	34	17.82	7.035e-06	rs10883990	779
ENSG00000148841	ITPRIP	10	106071894	106098162	-1	protein_coding	85450	ITPRIP	1.35269477140853e-05	0.357391012	8	6.457	5.257e-05	rs10883990	779
ENSG00000156395	SORCS3	10	106400859	107024993	1	protein_coding	22986	SORCS3	0.325134263508276	0.170375294	180	20.6	1.884e-07	rs2496034;rs2496029;rs61867294;rs7900775	780
ENSG00000108018	SORCS1	10	108333421	108924292	-1	protein_coding	114815	SORCS1	0.969565842045511	NA	4	3.75	0.0006963	rs11598336	781
ENSG00000151553	FAM160B1	10	116581503	116659591	1	protein_coding	57700	FAM160B1	0.999984985147066	-0.732038041	133	17.46	0.0001096	rs758585	784
ENSG00000165868	HSPA12A	10	118430703	118502085	-1	protein_coding	259217	HSPA12A	0.980307172080411	-1.136202668	41	14.57	6.824e-05	rs73385592	785
ENSG00000107669	ATE1	10	123499939	123688316	-1	protein_coding	11101	ATE1	0.511356720482748	0.462569514	57	13.94	2.786e-06	rs72839617	787
ENSG00000107672	NSMCE4A	10	123716603	123734732	-1	protein_coding	54780	NSMCE4A	0.0859469951564236	NA	10	6.663	1.325e-06	rs72839617	787
ENSG00000138162	TACC2	10	123748689	124014060	1	protein_coding	10579	TACC2	3.52232783639013e-19	0.14103906	10	4.918	3.926e-07	rs7902292;rs870760;rs7917144	787
ENSG00000150760	DOCK1	10	128593978	129250781	1	protein_coding	1793	DOCK1	0.36842317046063	NA	57	18.02	9.976e-08	rs1106478;rs7079635;rs6482989	788
ENSG00000174672	BRSK2	11	1411129	1483919	1	protein_coding	9024	BRSK2	0.779570081093511	0.163769118	61	7.851	1.787e-06	rs61869026;rs61869029;rs61869032	791
ENSG00000182208	MOB2	11	1490687	1522477	-1	protein_coding	81532	MOB2	0.641498728519639	0.19998184	2	6.534	0.0001803	rs61869032	791
ENSG00000166341	DCHS1	11	6642556	6677085	-1	protein_coding	8642	DCHS1	0.999995437521813	NA	3	9.886	7.835e-05	rs10742977	792
ENSG00000170743	SYT9	11	7260009	7490273	1	protein_coding	143425	SYT9	0.331363732407492	-0.315382486	10	9.582	0.0001954	rs4758180	793
ENSG00000166689	PLEKHA7	11	16799842	17035990	-1	protein_coding	144100	PLEKHA7	0.000173040691290598	-0.710361658	31	19.77	4.619e-06	rs11024110;rs11024149;rs2008905	796
ENSG00000110700	RPS13	11	17095936	17099334	-1	protein_coding	100508408	RPS13	0.960207216837053	-0.290754602	25	13.76	3.291e-06	rs2008905;rs11024149	796
ENSG00000011405	PIK3C2A	11	17099277	17229530	-1	protein_coding	5286	PIK3C2A	0.14870309003261	-1.499424539	136	17.37	1.696e-06	rs2008905;rs11024149;rs12789333	796
ENSG00000070081	NUCB2	11	17229700	17371521	1	protein_coding	4925	NUCB2	8.58987882667095e-08	-0.172073837	103	21.1	1.556e-06	rs2008905;rs11024149;rs12789333;rs214086	796
ENSG00000006071	ABCC8	11	17414432	17498449	-1	protein_coding	6833	ABCC8	3.93872340599153e-15	NA	5	7.637	2.054e-06	rs7932043	796
ENSG00000129158	SERGEF	11	17809595	18034709	-1	protein_coding	26297	SERGEF	2.21836725525601e-10	NA	37	19.78	3.852e-06	rs211115	797
ENSG00000129167	TPH1	11	18039111	18063973	-1	protein_coding	7166	TPH1	2.67305040364718e-05	-0.792052797	10	13.62	9.321e-05	rs211115	797
ENSG00000166833	NAV2	11	19372271	20143144	1	protein_coding	89797	NAV2	0.997517125070282	-0.560589363	22	16.41	5.052e-07	rs2625319;rs7934251	799
ENSG00000187398	LUZP2	11	24518516	25104150	1	protein_coding	338645	LUZP2	8.71328292536607e-05	1.730691761	21	12.56	1.673e-07	rs11027948	801
ENSG00000176697	BDNF	11	27676440	27743605	-1	protein_coding	627	BDNF	0.946719308479018	0.108206454	30	21.4	5.332e-07	rs4923457	802
ENSG00000131808	FSHB	11	30252563	30256808	1	protein_coding	2488	FSHB	0.0128991685953233	0.059291078	5	5.899	4.883e-05	rs605765;rs1765142	805
ENSG00000152219	ARL14EP	11	30344598	30359774	1	protein_coding	120534	ARL14EP	0.151697478147144	-0.308297892	20	11.51	2.977e-05	rs605765;rs1765142	805
ENSG00000148948	LRRC4C	11	40135753	41481323	-1	protein_coding	57689	LRRC4C	0.953730868705953	-1.115036317	1	0.884	6.948e-06	rs112248487	806
ENSG00000019505	SYT13	11	45261852	45307870	-1	protein_coding	57586	SYT13	0.220165778639476	0.352873321	36	9.569	2.281e-05	rs4755313	807
ENSG00000121680	PEX16	11	45931220	45940363	-1	protein_coding	9409	PEX16	0.00174660780249164	-0.269840592	1	0.202	0.0003792	rs7108028	808
ENSG00000165905	GYLTL1B	11	45943172	45950647	1	protein_coding	120071	GYLTL1B	8.27410616426457e-12	0.313349332	4	7.659	1.044e-06	rs7108028	808
ENSG00000135365	PHF21A	11	45950871	46142985	-1	protein_coding	51317	PHF21A	0.999675486100741	-0.109892545	38	17.48	7.559e-07	rs7108028;rs4073513	808
ENSG00000157613	CREB3L1	11	46299212	46342972	1	protein_coding	90993	CREB3L1	0.399379409918579	NA	31	13.12	3.392e-16	rs6485675;rs61882672;rs74376620;rs11038866;rs9988865;rs7108770	808
ENSG00000149091	DGKZ	11	46354455	46402104	1	protein_coding	8525	DGKZ	0.998142633966722	-0.43870103	45	19.06	5.13e-16	rs6485675;rs74376620;rs61882672;rs9988865;rs7108770;rs11038866;rs10838634;rs61882744;rs116855242	808
ENSG00000110492	MDK	11	46402306	46405375	1	protein_coding	4192	MDK	0.0224327842650619	-0.438482927	12	19.06	2.057e-15	rs11038866;rs9988865;rs7108770;rs74376620	808
ENSG00000180720	CHRM4	11	46406640	46408107	-1	protein_coding	1132	CHRM4	0.916843942226412	-0.156543305	5	19.06	2.057e-15	rs7108770	808
ENSG00000110497	AMBRA1	11	46417964	46615675	-1	protein_coding	55626	AMBRA1	0.999971640508962	-0.701715255	114	16.75	3.184e-16	rs7108770;rs11038866;rs10838634;rs61882744;rs61882672;rs74376620;rs12290779	808
ENSG00000180423	HARBI1	11	46624411	46639459	-1	protein_coding	283254	HARBI1	0.00570134099999797	-0.629323191	19	13.93	2.664e-16	rs7108770;rs11038866;rs12290779	808
ENSG00000175224	ATG13	11	46638826	46696368	1	protein_coding	9776	ATG13	0.984296607292859	-0.658639029	47	11.62	2.664e-16	rs11038866;rs7108770;rs12290779;rs10838634;rs61882744;rs61882672;rs4606447;rs4752926	808
ENSG00000175220	ARHGAP1	11	46698630	46722165	-1	protein_coding	392	ARHGAP1	0.185564722294501	-0.38914248	38	22.5	6.883e-15	rs4606447;rs4752926;rs10838634;rs61882744;rs61882672;rs7108770;rs11038866;rs10838613;rs116855242;rs74376620;rs10769239	808
ENSG00000175213	ZNF408	11	46722368	46727462	1	protein_coding	79797	ZNF408	7.89160984461696e-06	-0.07803482	25	22.5	1.862e-14	rs74376620;rs4606447;rs10769239;rs4752926;rs7108770;rs10838634;rs61882744;rs61882672	808
ENSG00000180210	F2	11	46740730	46761056	1	protein_coding	2147	F2	0.959943187768661	-0.037985029	51	10.93	8.821e-11	rs74376620;rs10838634;rs61882744;rs61882672;rs4606447;rs2054307;rs10769239;rs7108770;rs4752926;rs116855242	808
ENSG00000175216	CKAP5	11	46764598	46867847	-1	protein_coding	9793	CKAP5	0.99999999753418	-0.360017002	87	17.7	1.983e-11	rs10838634;rs61882744;rs61882672;rs74376620;rs2054307;rs4606447;rs10769239;rs4752926;rs116855242;rs7123635	808
ENSG00000134569	LRP4	11	46878419	46940193	-1	protein_coding	4038	LRP4	0.10020880429216	0.314361929	53	22.7	3.478e-13	rs10838634;rs61882744;rs61882672;rs2054307;rs4752926;rs4606447;rs10769239;rs7123635;rs116855242	808
ENSG00000149179	C11orf49	11	46958240	47185936	1	protein_coding	79096	C11orf49	5.45467879227827e-07	0.564557873	96	20.3	2.309e-11	rs10838634;rs61882744;rs61882672;rs7123635;rs10769239;rs116855242;rs7117346	808
ENSG00000149182	ARFGAP2	11	47185848	47198676	-1	protein_coding	84364	ARFGAP2	0.562990971385505	-0.150781591	18	18.88	8.14e-10	rs10769239;rs7123635;rs7117346;rs10838634;rs61882744;rs61882672	808
ENSG00000165912	PACSIN3	11	47199076	47207994	-1	protein_coding	29763	PACSIN3	0.0167930476176259	-0.514938878	12	18.88	8.14e-10	rs7123635;rs10769239;rs10838634;rs61882744;rs61882672;rs11039131	808
ENSG00000134574	DDB2	11	47236493	47260767	1	protein_coding	1643	DDB2	0.00511790717237921	0.677015289	11	10.15	1.667e-09	rs11039131;rs10769239;rs10838634	808
ENSG00000134575	ACP2	11	47260853	47270457	-1	protein_coding	53	ACP2	0.00052597665714545	-0.370782179	1	5.714	7.27e-05	rs11039131	808
ENSG00000025434	NR1H3	11	47269851	47290396	1	protein_coding	10062	NR1H3	0.856185983167695	0.657584133	2	5.714	7.27e-05	rs11039131	808
ENSG00000110514	MADD	11	47290712	47351582	1	protein_coding	8567	MADD	0.000901823421065546	-0.375050357	3	7.591	0.0002106	rs11039131	808
ENSG00000134571	MYBPC3	11	47352957	47374253	-1	protein_coding	4607	MYBPC3	1.35053975034244e-06	-0.432352402	4	16.99	4.018e-09	rs11570057;rs3729986;rs3740689	808
ENSG00000066336	SPI1	11	47376411	47400127	-1	protein_coding	6688	SPI1	0.89723051716191	NA	4	16.99	4.018e-09	rs11570057;rs3729986;rs3740689	808
ENSG00000086205	FOLH1	11	49168187	49230222	-1	protein_coding	219595	FOLH1	0.253396884638148	-0.094158315	2	2.575	6.47e-06	rs10839231;rs139161789	809
ENSG00000258817	OR4C13	11	49973943	49974971	1	protein_coding	283092	OR4C13	8.59262892850206e-09	0.28692396	17	4.448	1.026e-05	rs8189004;rs139161789	809
ENSG00000221954	OR4C12	11	50003009	50004071	-1	protein_coding	283093	OR4C12	0.23821319029955	0.040232143	7	3.431	1.362e-05	rs8189004;rs139161789	809
ENSG00000221840	OR4A5	11	51411378	51412448	-1	protein_coding	81318	OR4A5	NA	0.038778801	16	1.865	0.004669	rs8189004	809
ENSG00000185926	OR4C46	11	51515282	51516211	1	protein_coding	119749	OR4C46	8.76630664507137e-07	0.331606031	19	22.3	0.01201	rs8189004	809
ENSG00000183908	LRRC55	11	56949221	56959191	1	protein_coding	219527	LRRC55	0.677224186440864	1.599064758	9	10.18	0.00838	rs7109894	810
ENSG00000134817	APLNR	11	57001051	57004709	-1	protein_coding	187	APLNR	0.432459659997125	0.741684927	9	9.67	0.0002153	rs7109894	810
ENSG00000149131	SERPING1	11	57364860	57382326	1	protein_coding	710	SERPING1	0.972837398501847	-0.519498529	28	15.38	4.17e-07	rs112764194	811
ENSG00000166793	YPEL4	11	57412560	57417417	-1	protein_coding	219539	YPEL4	0.805554819387752	-2.011574389	9	8.553	1.26e-07	rs7938083;rs112764194;rs17454419	811
ENSG00000172409	CLP1	11	57416465	57429340	1	protein_coding	10978	CLP1	0.937604668403125	-0.832602467	12	21.8	2.353e-08	rs17454419;rs7938083;rs112764194	811
ENSG00000156599	ZDHHC5	11	57435219	57468659	1	protein_coding	25921	ZDHHC5	0.999924209308766	-0.831024563	20	21.8	9.423e-09	rs7938083;rs112764194;rs17454419	811
ENSG00000156603	MED19	11	57471186	57479693	-1	protein_coding	219541	MED19	0.683790051387125	-0.151700149	16	11.04	1.157e-08	rs7938083;rs112764194	811
ENSG00000213593	TMX2	11	57480072	57508445	1	protein_coding	51075	TMX2	0.42991378476753	0.120517106	23	11.04	6.557e-09	rs7938083;rs112764194;rs17454419	811
ENSG00000254462	TMX2-CTNND1	11	57480077	57559058	1	protein_coding	NA	TMX2-CTNND1	NA	NA	43	18.45	3.65e-09	rs7938083;rs112764194;rs17454419;rs111336205	811
ENSG00000211450	C11orf31	11	57508825	57510986	1	protein_coding	280636	C11orf31	0.000781712087900896	-0.641634054	6	9.805	8.59e-09	rs7938083;rs112764194;rs17454419	811
ENSG00000254732	RP11-691N7.6	11	57509635	57560715	1	protein_coding	NA	NA	NA	NA	26	18.45	3.65e-09	rs7938083;rs17454419;rs112764194;rs111336205	811
ENSG00000233436	BTBD18	11	57510986	57519253	-1	protein_coding	643376	BTBD18	NA	-0.504689209	13	9.805	8.59e-09	rs7938083;rs17454419;rs112764194	811
ENSG00000198561	CTNND1	11	57520715	57587018	1	protein_coding	1500	CTNND1	0.995312685088934	-1.428857141	24	18.45	3.65e-09	rs7938083;rs17454419;rs111336205;rs112764194	811
ENSG00000172362	OR5B12	11	58206593	58207646	-1	protein_coding	390191	OR5B12	0.310930146470037	-0.200360103	1	0.193	NA	rs17454419	811
ENSG00000168005	C11orf84	11	63580860	63595190	1	protein_coding	144097	C11orf84	0.471418765181543	NA	4	6.263	8.754e-06	rs1486936;rs500493	812
ENSG00000072518	MARK2	11	63606400	63678491	1	protein_coding	2011	MARK2	0.999900854654153	-0.040955028	88	19.02	1.058e-07	rs1486936;rs500493;rs11231629	812
ENSG00000167771	RCOR2	11	63678693	63684316	-1	protein_coding	283248	RCOR2	0.115753696587521	NA	28	18.37	1.058e-07	rs1486936;rs500493	812
ENSG00000110583	NAA40	11	63706431	63724800	1	protein_coding	79829	NAA40	0.00544668374828987	2.006490772	49	16.7	3.88e-06	rs1486936;rs500493	812
ENSG00000176340	COX8A	11	63742079	63744015	1	protein_coding	1351	COX8A	0.491407579691412	-0.277589863	32	10.57	1.43e-06	rs1486936;rs500493;rs11231629	812
ENSG00000256100	AP000721.4	11	63742092	63755818	1	protein_coding	NA	NA	NA	NA	43	11.12	1.43e-06	rs1486936;rs500493;rs11231629	812
ENSG00000167770	OTUB1	11	63753325	63769283	1	protein_coding	101927673	OTUB1	0.945238199205908	-0.618946009	42	18.94	1.715e-06	rs1486936;rs500493;rs11231629	812
ENSG00000133315	MACROD1	11	63766030	63933578	-1	protein_coding	28992	MACROD1	0.00662476930110474	NA	81	19.09	4.076e-07	rs1486936;rs500493;rs578001;rs562664;rs7941785;rs77171471	812
ENSG00000126500	FLRT1	11	63870660	63886645	1	protein_coding	23769	FLRT1	0.546319766734407	1.014197639	3	6.923	4.993e-06	rs7941785	812
ENSG00000168439	STIP1	11	63952744	63972015	1	protein_coding	10963	STIP1	0.999887764233234	-0.59239672	2	3.855	8.054e-06	rs77171471	812
ENSG00000149782	PLCB3	11	64018995	64036622	1	protein_coding	5331	PLCB3	0.968376699687946	NA	1	1.062	NA	rs77171471	812
ENSG00000002330	BAD	11	64037302	64052176	-1	protein_coding	572	BAD	0.000414578843999332	-0.403997396	1	1.062	NA	rs77171471	812
ENSG00000173264	GPR137	11	64037534	64056972	1	protein_coding	56834	GPR137	0.484398269659545	NA	1	1.062	NA	rs77171471	812
ENSG00000133895	MEN1	11	64570982	64578766	-1	protein_coding	4221	MEN1	0.999190000895056	0.665181258	1	1.59	5.045e-05	rs61744001	813
ENSG00000171219	CDC42BPG	11	64590859	64612041	-1	protein_coding	55561	CDC42BPG	1.40627803289603e-17	0.981238427	4	23.1	1.223e-05	rs61744001;rs116088610	813
ENSG00000110047	EHD1	11	64619114	64655768	-1	protein_coding	10938	EHD1	0.894832021981373	-0.039551123	28	20.4	2.807e-06	rs116088610;rs61744001	813
ENSG00000110046	ATG2A	11	64662007	64684722	-1	protein_coding	23130	ATG2A	0.999922729645369	-0.642048996	53	20.4	1.449e-06	rs116088610;rs61744001	813
ENSG00000068971	PPP2R5B	11	64685025	64701945	1	protein_coding	5526	PPP2R5B	0.932458812261463	-0.287606083	43	20.2	1.449e-06	rs116088610;rs61744001	813
ENSG00000149735	GPHA2	11	64701943	64703360	-1	protein_coding	170589	GPHA2	2.06936557406623e-05	0.049363461	21	18.12	1.945e-06	rs116088610	813
ENSG00000168070	C11orf85	11	64704989	64739557	-1	protein_coding	283129	C11orf85	0.00735718824902867	-0.230670436	64	18.12	2.453e-06	rs116088610	813
ENSG00000168062	BATF2	11	64755415	64764517	-1	protein_coding	116071	BATF2	0.0295318774859601	0.262740724	13	9.003	1.055e-05	rs116088610;rs61744001	813
ENSG00000213465	ARL2	11	64781585	64789656	1	protein_coding	402	ARL2	0.00739853976623839	-0.589655717	20	10.14	1.757e-05	rs116088610	813
ENSG00000273003	RP11-399J13.3	11	64781654	64808042	1	protein_coding	29907	NA	NA	NA	20	10.14	1.757e-05	rs116088610	813
ENSG00000110025	SNX15	11	64794880	64808044	1	protein_coding	29907	SNX15	0.000705751006111747	0.299274535	4	4.734	2.449e-05	rs116088610	813
ENSG00000173338	KCNK7	11	65360326	65363467	-1	protein_coding	10089	KCNK7	6.42726120007493e-06	0.176005115	2	3.96	6.811e-05	rs495961	814
ENSG00000173327	MAP3K11	11	65365226	65382853	-1	protein_coding	4296	MAP3K11	0.170283101085365	-0.757764096	14	22.4	8.079e-09	rs495961;rs58950470;rs555465	814
ENSG00000197136	PCNXL3	11	65383244	65404910	1	protein_coding	399909	PCNXL3	0.488259801934332	NA	16	22.4	8.079e-09	rs495961;rs58950470;rs555465	814
ENSG00000213445	SIPA1	11	65405568	65418401	1	protein_coding	6494	SIPA1	0.0279051429893718	-0.251278504	7	15.56	5.362e-08	rs58950470;rs555465	814
ENSG00000173039	RELA	11	65421067	65430565	-1	protein_coding	5970	RELA	0.998828467638028	NA	8	8.072	3.015e-08	rs58950470;rs555465	814
ENSG00000172977	KAT5	11	65479467	65487075	1	protein_coding	10524	KAT5	0.471177718664719	-0.933539099	28	16.11	1.332e-07	rs555465;rs58950470;rs495961;rs11227302	814
